Mandla Baloyi,"0,679389312977099"
Nokuthula Baloyi,"0,0426829268292683"
Zanele Molefe,"0,5"
Karabo Mthembu,"0,0280898876404494"
Thembi Zulu,24
Khanyi Baloyi,"0,00961538461538462"
Karabo Phiri,"0,202247191011236"
Ayanda Molefe,"0,117647058823529"
Nokuthula Mabena,"0,233333333333333"
Tumelo Mokoena,"0,0337423312883436"
Tumelo Mthembu,"0,322033898305085"
Thembi Mashaba,"0,0223463687150838"
Karabo Hlongwane,"0,232432432432432"
Kagiso Zulu,"0,27217125382263"
Tumelo Ngobeni,"0,233576642335766"
Thembi Zulu,"0,0615384615384615"
Lerato Khumalo,"0,0131578947368421"
Thembi Khumalo,"0,0341880341880342"
Lerato Mabaso,"0,175757575757576"
Sibusiso Ndlovu,"0,0276497695852535"
Lerato Mabena,"0,192546583850932"
Lindiwe Hlongwane,"0,0110192837465565"
Lebogang Molefe,"0,377049180327869"
Lindiwe Phiri,"0,261467889908257"
Lebogang Phiri,"0,308219178082192"
Lindiwe Mokoena,"0,53125"
Boitumelo Nkosi,"3,84"
Thabo Ndlovu,"1,5"
Karabo Sithole,"0,0386740331491713"
Nokuthula Mabena,"0,0598802395209581"
Thembi Tshabalala,"0,153631284916201"
Thabo Ndlovu,"0,0294117647058824"
Lindiwe Radebe,"0,125874125874126"
Sipho Ndlovu,"0,0293159609120521"
Karabo Hlongwane,"0,375"
Lindiwe Dlamini,"0,0645161290322581"
Khanyi Dlamini,"0,4"
Thabo Sithole,"0,377777777777778"
Karabo Mthembu,"0,0583657587548638"
Mandla Radebe,"0,0238095238095238"
Lebogang Phiri,"0,148148148148148"
Zanele Mokoena,"0,0101522842639594"
Siyanda Molefe,"0,288343558282209"
Lerato Ngobeni,"0,0142857142857143"
Sibusiso Hlongwane,"0,265822784810127"
Nokuthula Mabena,"0,393103448275862"
Nomsa Mahlangu,"0,0330882352941176"
Lindiwe Phiri,"0,00392156862745098"
Vusi Mthembu,"0,4"
Sibusiso Radebe,"0,107462686567164"
Tumelo Zulu,0
Mandla Mthembu,"0,0321285140562249"
Mandla Baloyi,"0,28740157480315"
Kagiso Phiri,"1,15841584158416"
Sipho Hlongwane,"0,00540540540540541"
Lerato Khumalo,"0,01"
Sibusiso Ndlovu,"0,833333333333333"
Tumelo Khumalo,"0,220338983050847"
Zanele Phiri,"0,260663507109005"
Gugu Dlamini,"1,10169491525424"
Sibusiso Mokoena,"0,355191256830601"
Mandla Baloyi,"0,0131147540983607"
Kagiso Mokoena,"0,0551181102362205"
Khanyi Zulu,"0,0529411764705882"
Sipho Khumalo,0
Nomsa Ndlovu,"0,0294117647058824"
Mandla Khumalo,"0,0152284263959391"
Kabelo Phiri,"0,41747572815534"
Sipho Hlongwane,"0,0137931034482759"
Siyanda Baloyi,"0,522935779816514"
Thabo Sithole,"1,28947368421053"
Lebogang Mashaba,"0,0262172284644195"
Zanele Phiri,"0,469879518072289"
Thembi Mokoena,"1,04651162790698"
Ayanda Mabaso,0
Thabo Khumalo,"0,0153256704980843"
Khanyi Baloyi,"0,00578034682080925"
Karabo Tshabalala,"3,53333333333333"
Thembi Nkosi,"0,0157894736842105"
Kagiso Mabaso,"0,115384615384615"
Karabo Mokoena,"0,00974025974025974"
Nomsa Khumalo,"0,366071428571429"
Vusi Mahlangu,"0,0403225806451613"
Mandla Khumalo,"0,0227272727272727"
Lebogang Sithole,"0,0636363636363636"
Sipho Radebe,"0,00381679389312977"
Sibusiso Khumalo,"0,0324074074074074"
Lindiwe Mabaso,"0,00255102040816327"
Kabelo Mahlangu,"0,0306122448979592"
Lebogang Mashaba,"0,0260416666666667"
Tumelo Ngobeni,"0,266666666666667"
Sipho Radebe,"0,00837988826815642"
Thabo Phiri,"0,0598006644518272"
Nomsa Molefe,"0,00321543408360129"
Thabo Tshabalala,"0,0135746606334842"
Gugu Tshabalala,"6,33333333333333"
Mandla Mahlangu,"0,181818181818182"
Mpho Radebe,"0,0610169491525424"
Gugu Mashaba,"0,227272727272727"
Thabo Mthembu,"0,203703703703704"
Ayanda Mthembu,"0,065359477124183"
Thembi Dlamini,"1,22222222222222"
Ayanda Khumalo,"0,194719471947195"
Vusi Radebe,"0,6375"
Nokuthula Ndlovu,"0,195652173913043"
Lindiwe Zulu,"3,09090909090909"
Sipho Phiri,"2,75757575757576"
Zanele Zulu,"0,291814946619217"
Mandla Ndlovu,0
Gugu Mokoena,"0,12751677852349"
Nomsa Tshabalala,"0,12280701754386"
Kagiso Molefe,"0,178571428571429"
Vusi Khumalo,"0,395973154362416"
Gugu Mashaba,"0,014218009478673"
Nokuthula Hlongwane,"0,0454545454545455"
Sipho Mashaba,"0,290123456790123"
Sipho Mabaso,"0,0491803278688525"
Kagiso Phiri,"0,415841584158416"
Nomsa Dlamini,"0,0876494023904383"
Lindiwe Radebe,"0,484978540772532"
Lindiwe Mabaso,"5,15384615384615"
Vusi Mabena,"0,34984520123839"
Boitumelo Radebe,0
Nomsa Hlongwane,"0,0153846153846154"
Kagiso Mokoena,0
Sibusiso Dlamini,"0,068452380952381"
Sibusiso Mthembu,"0,00540540540540541"
Boitumelo Phiri,"0,0114942528735632"
Vusi Radebe,"0,645454545454546"
Nomsa Radebe,"0,0452127659574468"
Mandla Mabena,"0,246231155778894"
Lebogang Mashaba,"0,104166666666667"
Sipho Mabaso,"0,0119402985074627"
Thabo Mashaba,"0,0298507462686567"
Sipho Ngobeni,"0,0672268907563025"
Khanyi Ngobeni,"0,204225352112676"
Khanyi Phiri,"0,0555555555555556"
Tumelo Dlamini,"0,169811320754717"
Mandla Baloyi,"0,0597014925373134"
Gugu Molefe,"0,00277008310249307"
Nomsa Hlongwane,"0,0151515151515152"
Siyanda Mokoena,"0,0192307692307692"
Thabo Khumalo,"0,0276073619631902"
Boitumelo Mokoena,"0,0275862068965517"
Ayanda Mokoena,"0,319148936170213"
Gugu Mahlangu,"0,34983498349835"
Lerato Sithole,"0,330909090909091"
Boitumelo Radebe,"0,00909090909090909"
Ayanda Zulu,"0,00727272727272727"
Boitumelo Ndlovu,"0,0295081967213115"
Mpho Tshabalala,"0,033195020746888"
